item_id,name,width_cm,depth_cm,height_cm,mass_kg,priority,expiry_date,usage_limit,preferred_zone
684,Waste_Management_Kit,28.8,13.7,20.5,3.8,76,,62,Engineering_Bay
685,Navigation_Module,43.3,42.4,49.9,45.81,19,,3465,Cockpit
686,Protein_Bars,22.7,31.1,23.2,8.19,44,,2332,Crew_Quarters
687,Tool_Kit,11.6,12.4,14.1,5.5,49,,8,Storage_Bay
688,Thruster_Fuel,47.0,19.4,20.4,9.3,33,,2047,Engine_Bay
689,Thruster_Fuel,32.5,47.7,18.7,14.49,36,,984,Engine_Bay
690,CO2_Scrubber,46.2,28.5,26.8,17.64,84,,746,Engineering_Bay
691,Space_Suit,41.4,36.7,21.9,16.64,49,,2380,Storage_Bay
692,Cooling_System,22.6,27.5,43.5,13.52,64,,1556,Engineering_Bay
693,Fire_Extinguisher,14.8,45.5,44.5,14.98,97,,48,Crew_Quarters
694,Circuit_Board,11.3,32.1,28.7,5.21,3,,760,Storage_Bay
695,Food_Packet,26.8,17.9,17.8,2.1,63,2026-11-09,8,Storage_Bay
696,Oxygen_Cylinder,18.8,25.5,77.8,43.2,89,,2376,Crew_Quarters
697,Navigation_Module,40.3,40.6,13.6,11.13,44,,4261,Cockpit
698,Seed_Packets,26.6,19.6,21.2,1.4,18,,69,Greenhouse
699,Battery_Pack,32.2,32.6,11.8,6.19,75,,186,Power_Bay
700,First_Aid_Kit,16.4,27.6,27.7,7.3,60,,43,Crew_Quarters
701,Scientific_Sensor,22.1,33.7,29.5,10.99,82,,777,Lab
702,Space_Suit,48.4,35.9,47.8,41.53,66,,1414,Storage_Bay
703,Solar_Panel,40.7,42.0,2.5,16.7,87,,4721,Power_Bay
704,Asteroid_Sample_Container,20.9,16.4,10.6,3.0,13,,2057,Storage_Bay
705,Emergency_Beacon,23.4,34.3,10.3,4.13,59,,4332,Cockpit
706,Food_Packet,21.1,22.5,27.1,9.4,40,2026-04-21,44,Crew_Quarters
707,Scientific_Sensor,13.2,14.9,33.7,3.31,21,,2898,Lab
708,Circuit_Board,12.7,48.5,29.5,9.09,69,,3552,Engineering_Bay
709,Water_Bottle,14.5,24.1,11.8,2.06,1,,4293,Crew_Quarters
710,Waste_Management_Kit,17.1,12.1,22.0,3.5,63,,85,Engineering_Bay
711,Gyroscope_Module,45.2,27.6,28.5,17.78,58,,4507,Engineering_Bay
712,Pressure_Regulator,33.8,35.8,29.5,17.85,76,,1306,Airlock
713,Pressure_Regulator,14.5,47.1,21.7,7.41,93,,10,Airlock
714,Microgravity_Lab_Kit,21.7,17.0,11.5,5.3,1,,93,Lab
715,Battery_Pack,33.6,26.6,41.4,18.5,49,,428,External_Storage
716,Emergency_Beacon,22.0,15.3,31.0,5.22,64,,4034,Command_Center
717,Handheld_Spectrometer,46.7,48.7,42.2,47.99,2,,2025,Engineering_Bay
718,Water_Bottle,22.1,38.8,16.5,7.07,42,,932,Storage_Bay
719,Space_Suit,15.1,43.1,12.5,4.07,9,,2933,Storage_Bay
720,EV_Suit_Battery,15.4,10.7,32.6,2.69,78,,761,Airlock
721,Waste_Management_Kit,23.6,11.4,16.0,1.1,44,,64,Engineering_Bay
722,LED_Work_Light,46.7,36.6,40.4,34.53,3,,2180,Engineering_Bay
723,Solar_Panel,95.5,85.7,3.7,12.4,22,,1302,Power_Bay
724,Antibiotic_Supply,25.1,37.7,14.1,6.67,17,2025-05-21,4528,Lab
725,Circuit_Board,40.1,18.4,29.8,10.99,20,,4796,Storage_Bay
726,3D_Printer,25.2,44.2,40.6,22.61,45,,2350,Lab
727,CO2_Scrubber,14.1,21.8,26.2,4.03,33,,131,Engineering_Bay
728,Pressure_Regulator,20.0,29.3,28.1,8.23,67,,2190,Engineering_Bay
729,Solar_Panel,97.7,40.7,4.7,18.0,86,,2932,External_Storage
730,LED_Work_Light,32.3,40.1,36.6,23.7,72,,67,Engineering_Bay
731,Battery_Pack,28.4,34.6,36.8,18.08,14,,119,Power_Bay
732,Medical_Scanner,37.9,27.9,14.4,7.61,47,2027-01-22,17,Lab
733,Thruster_Fuel,25.0,35.2,32.2,14.17,16,,4488,Engine_Bay
734,Oxygen_Cylinder,17.6,24.7,51.3,27.2,15,,282,Medical_Bay
735,Communication_Device,10.5,16.9,16.4,1.46,50,,2225,Crew_Quarters
736,Antibiotic_Supply,40.1,48.3,34.5,33.41,21,2025-05-04,2921,Lab
737,Antibiotic_Supply,43.3,10.3,23.2,5.17,61,2025-08-19,4539,Lab
738,Communication_Device,25.5,19.2,33.7,8.25,54,,4175,Crew_Quarters
739,First_Aid_Kit,16.8,12.6,16.2,1.6,94,,3,Crew_Quarters
740,Waste_Management_Kit,27.2,25.0,25.0,8.0,24,,73,Sanitation_Bay
741,Tether_Reel,41.2,21.8,14.4,6.47,13,,4532,External_Storage
742,Waste_Management_Kit,21.8,10.3,27.1,3.2,72,,11,Sanitation_Bay
743,Vacuum_Sealed_Tools,26.0,41.9,44.4,24.18,88,,2177,Storage_Bay
744,Tether_Reel,19.1,17.9,28.9,4.94,62,,1521,Airlock
745,Circuit_Board,26.1,32.5,16.7,7.08,17,,4291,Storage_Bay
746,EV_Suit_Battery,21.5,23.0,43.1,10.66,10,,692,Storage_Bay
747,Food_Packet,21.9,26.4,28.8,7.4,65,2026-08-15,8,Storage_Bay
748,Medical_Scanner,43.6,43.6,27.0,25.66,16,2025-12-01,45,Lab
749,Oxygen_Cylinder,24.9,23.7,73.4,29.0,83,,148,Medical_Bay
750,Seed_Packets,22.8,14.4,22.8,9.9,6,,12,Lab
751,Handheld_Spectrometer,45.4,26.9,22.5,13.74,48,,3636,Lab
752,Laptop,17.2,37.3,48.0,15.4,45,,3609,Command_Center
753,Protein_Bars,45.3,24.6,47.3,26.36,74,,3733,Crew_Quarters
754,Emergency_Oxygen_Mask,10.2,41.4,48.6,10.26,23,,3595,Crew_Quarters
755,Food_Packet,23.3,16.5,19.4,8.3,92,2025-11-21,54,Crew_Quarters
756,LED_Work_Light,43.8,10.1,13.7,3.03,34,,4343,Maintenance_Bay
757,Helmet_Visor,37.6,18.2,47.6,16.29,24,,3518,Crew_Quarters
758,Laptop,12.5,45.5,41.1,11.69,28,,1825,Command_Center
759,Vacuum_Sealed_Tools,47.9,10.5,15.1,3.8,82,,2302,Maintenance_Bay
760,Tether_Reel,37.0,31.6,38.6,22.57,58,,4410,Airlock
761,Cooling_System,33.1,27.4,49.2,22.31,37,,4404,Power_Bay
762,Medical_Scanner,40.5,41.8,16.3,13.8,11,2026-04-29,74,Medical_Bay
763,3D_Printer,12.2,18.6,44.3,5.03,6,,4901,Engineering_Bay
764,Vacuum_Sealed_Tools,18.5,38.2,22.2,7.84,37,,1836,Storage_Bay
765,Radiation_Shield,40.1,10.5,35.3,7.43,36,,20,Engineering_Bay
766,Circuit_Board,26.5,39.5,38.0,19.89,65,,1003,Engineering_Bay
767,Microgravity_Lab_Kit,26.7,18.9,13.8,8.6,98,,41,Crew_Quarters
768,Emergency_Oxygen_Mask,24.5,33.8,31.6,13.08,51,,2235,Medical_Bay
769,Fire_Extinguisher,35.0,48.8,46.3,39.54,60,,2810,Crew_Quarters
770,Research_Samples,26.9,24.4,16.2,8.5,86,,2303,Lab
771,First_Aid_Kit,15.6,20.5,21.8,9.3,89,,41,Crew_Quarters
772,Circuit_Board,13.4,34.5,26.5,6.13,22,,2714,Storage_Bay
773,Fire_Extinguisher,41.1,27.7,21.6,12.3,63,,2235,Crew_Quarters
774,First_Aid_Kit,12.1,28.9,28.9,3.9,58,,62,Crew_Quarters
775,Solar_Panel,62.6,64.9,1.5,11.0,99,,1693,External_Storage
776,Oxygen_Cylinder,22.2,24.5,87.8,32.7,92,,3670,Airlock
777,3D_Printer,34.6,28.7,11.4,5.66,88,,607,Engineering_Bay
778,Vacuum_Sealed_Tools,10.1,18.1,15.6,1.43,58,,3425,Storage_Bay
779,Tool_Kit,14.9,24.5,28.4,1.7,12,,94,Maintenance_Bay
780,Pressure_Regulator,11.7,35.6,21.5,4.48,82,,755,Engineering_Bay
781,Emergency_Beacon,38.1,17.0,12.0,3.89,74,,2043,Command_Center
782,Fire_Extinguisher,13.4,33.1,34.5,7.65,37,,2021,Engineering_Bay
783,Helmet_Visor,34.2,49.0,46.0,38.54,49,,301,Crew_Quarters
784,Food_Packet,11.6,14.9,14.6,1.9,91,2026-08-19,29,Crew_Quarters
785,CO2_Scrubber,32.6,25.0,36.8,15.0,83,,529,Life_Support
786,Radiation_Shield,21.9,21.1,45.6,10.54,55,,4549,Storage_Bay
787,Antibiotic_Supply,22.9,32.4,11.4,4.23,2,2026-03-14,1971,Lab
788,Gyroscope_Module,48.3,39.5,20.8,19.84,67,,610,Engineering_Bay
789,Navigation_Module,25.3,25.4,27.2,8.74,37,,78,Command_Center
790,Battery_Pack,41.5,33.7,32.7,22.87,36,,714,External_Storage
791,Space_Suit,29.5,12.1,17.6,3.14,86,,837,Storage_Bay
792,Solar_Panel,42.3,56.4,3.5,10.4,88,,2701,Power_Bay
793,Communication_Device,26.8,43.0,19.1,11.01,81,,2025,Command_Center
794,Thruster_Fuel,33.2,10.7,32.2,5.72,89,,13,Storage_Bay
795,Emergency_Beacon,28.5,31.4,28.5,12.75,18,,2384,Command_Center
796,Tool_Kit,20.5,16.5,21.7,8.0,95,,74,Storage_Bay
797,Radiation_Shield,17.8,39.6,19.5,6.87,71,,4363,Storage_Bay
798,Tether_Reel,41.1,12.7,18.1,4.72,87,,3778,Airlock
799,Fire_Extinguisher,40.2,21.5,35.7,15.43,76,,4615,Crew_Quarters
800,Protein_Bars,48.6,12.6,11.1,3.4,42,,3712,Storage_Bay
801,Oxygen_Cylinder,26.4,21.6,75.1,14.8,55,,958,Crew_Quarters
802,EV_Suit_Battery,12.0,25.5,17.7,2.71,39,,374,Storage_Bay
803,Research_Samples,22.9,12.3,23.6,8.6,50,,1891,Lab
804,Circuit_Board,15.6,44.4,34.1,11.81,2,,1485,Storage_Bay
805,Seed_Packets,19.2,27.8,29.7,6.3,80,,63,Lab
806,Tool_Kit,12.3,23.2,22.0,2.9,11,,22,Maintenance_Bay
807,Handheld_Spectrometer,33.6,15.2,15.5,3.96,35,,2953,Engineering_Bay
808,Vacuum_Sealed_Tools,46.2,32.2,10.7,7.96,29,,1988,Maintenance_Bay
809,LED_Work_Light,38.8,34.8,46.7,31.53,65,,1921,Engineering_Bay
810,Battery_Pack,45.9,20.4,29.6,13.86,22,,815,External_Storage
811,Fire_Extinguisher,22.7,37.4,31.6,13.41,75,,3223,Crew_Quarters
812,Water_Purification_Unit,49.3,23.1,25.9,14.75,48,,1924,Crew_Quarters
813,Space_Suit,35.5,31.4,26.5,14.77,38,,2344,Airlock
814,Helmet_Visor,27.8,39.6,28.1,15.47,86,,3388,Storage_Bay
815,CO2_Scrubber,40.4,19.4,32.4,12.7,91,,988,Engineering_Bay
816,EV_Suit_Battery,36.6,34.0,16.2,10.08,43,,802,Storage_Bay
817,Laptop,22.3,38.9,23.1,10.02,98,,16,Crew_Quarters
818,Asteroid_Sample_Container,19.9,13.8,22.8,9.7,59,,1854,Storage_Bay
819,Medical_Scanner,46.9,30.2,47.5,33.64,85,2025-07-19,79,Lab
820,Seed_Packets,20.8,11.2,28.5,4.9,31,,67,Lab
821,EV_Suit_Battery,29.1,30.5,35.4,15.71,31,,459,Storage_Bay
822,Food_Packet,15.5,26.6,29.5,5.0,29,2026-08-06,75,Crew_Quarters
823,Space_Suit,46.1,27.8,43.3,27.75,35,,1090,Airlock
824,Protein_Bars,25.0,27.6,29.0,10.01,28,,3063,Storage_Bay
825,Cooling_System,18.2,39.0,42.3,15.01,16,,943,Engineering_Bay
826,Asteroid_Sample_Container,26.4,25.2,18.9,6.3,8,,3293,Storage_Bay
827,Protein_Bars,39.5,12.6,21.6,5.38,6,,4759,Crew_Quarters
828,Water_Purification_Unit,13.3,19.2,41.3,5.27,56,,2753,Life_Support
829,Fire_Extinguisher,44.0,32.4,24.0,17.11,56,,223,Engineering_Bay
830,Handheld_Spectrometer,42.6,12.8,23.4,6.38,21,,946,Engineering_Bay
831,3D_Printer,31.4,42.8,44.1,29.63,51,,1657,Engineering_Bay
832,Gyroscope_Module,28.2,21.8,36.0,11.07,26,,4305,Cockpit
833,Battery_Pack,41.5,17.6,20.5,7.49,21,,919,External_Storage
834,Microgravity_Lab_Kit,24.1,22.3,28.2,7.8,72,,1,Lab
835,Asteroid_Sample_Container,23.4,12.3,28.7,3.2,94,,3211,Lab
836,Emergency_Oxygen_Mask,48.8,11.8,27.6,7.95,92,,2622,Medical_Bay
837,Microgravity_Lab_Kit,22.2,13.0,29.0,1.7,15,,10,Crew_Quarters
838,3D_Printer,16.4,46.5,39.4,15.02,82,,3917,Lab
839,Research_Samples,13.3,13.5,20.9,4.3,88,,1059,Lab
840,Asteroid_Sample_Container,25.4,26.1,17.6,3.5,79,,2938,Lab
841,Research_Samples,15.2,29.3,11.4,4.3,97,,3401,Storage_Bay
842,Pressure_Regulator,45.0,36.8,49.8,41.23,49,,2053,Engineering_Bay
843,Seed_Packets,29.1,15.4,22.2,3.5,62,,59,Greenhouse
844,Medical_Scanner,21.2,12.2,44.2,5.72,46,2026-06-01,30,Lab
845,First_Aid_Kit,24.4,17.0,23.2,7.5,71,,8,Medical_Bay
846,Helmet_Visor,48.8,14.6,47.2,16.81,76,,4950,Storage_Bay
847,Handheld_Spectrometer,12.0,49.1,10.0,2.95,72,,606,Lab
848,Navigation_Module,18.9,48.1,21.2,9.64,11,,2312,Cockpit
849,Communication_Device,17.6,15.2,14.9,1.99,33,,3664,Command_Center
850,CO2_Scrubber,48.0,17.0,15.4,6.28,29,,229,Life_Support
851,Emergency_Beacon,40.2,30.5,11.3,6.93,100,,3041,Cockpit
852,LED_Work_Light,49.3,10.7,35.3,9.31,77,,3217,Maintenance_Bay
853,Tether_Reel,36.6,24.4,19.8,8.84,6,,386,External_Storage
854,Cooling_System,26.0,20.4,49.1,13.02,41,,2148,Engineering_Bay
855,First_Aid_Kit,23.6,22.4,18.8,9.5,1,,29,Crew_Quarters
856,Battery_Pack,28.6,20.3,26.3,7.63,88,,348,External_Storage
857,Laptop,46.3,40.8,13.5,12.75,81,,1282,Command_Center
858,First_Aid_Kit,20.8,23.0,22.2,9.1,51,,13,Crew_Quarters
859,Seed_Packets,14.5,11.7,23.3,5.7,38,,28,Greenhouse
860,Navigation_Module,17.7,33.6,36.5,10.85,81,,2215,Command_Center
861,Pressure_Regulator,46.1,38.4,36.2,32.04,74,,2209,Engineering_Bay
862,3D_Printer,18.5,16.4,30.7,4.66,14,,3037,Lab
863,Emergency_Beacon,32.6,12.8,22.0,4.59,79,,1123,Cockpit
864,Lab_Microscope,38.2,30.6,15.9,9.29,87,,2689,Medical_Bay
865,Lab_Microscope,27.1,46.3,43.9,27.54,8,,1560,Lab
866,Battery_Pack,35.7,46.0,46.6,38.26,55,,654,Power_Bay
867,Helmet_Visor,45.8,15.1,43.9,15.18,69,,3841,Storage_Bay
868,Food_Packet,17.6,26.5,19.9,5.4,37,2025-05-29,61,Storage_Bay
869,Seed_Packets,19.5,29.2,21.3,7.7,41,,82,Lab
870,Emergency_Beacon,47.5,15.1,26.0,9.32,99,,2020,Cockpit
871,Circuit_Board,36.3,41.5,45.4,34.2,81,,3197,Engineering_Bay
872,CO2_Scrubber,44.7,46.0,33.8,34.75,17,,255,Life_Support
873,Asteroid_Sample_Container,17.4,16.3,29.9,5.5,46,,1723,Lab
874,Laptop,39.9,32.8,24.2,15.84,55,,3268,Command_Center
875,Food_Packet,16.2,24.6,11.5,8.6,53,2026-10-18,59,Storage_Bay
876,Battery_Pack,39.2,18.1,10.8,3.83,61,,534,Power_Bay
877,CO2_Scrubber,46.9,18.8,36.4,16.05,6,,674,Engineering_Bay
878,Water_Bottle,22.6,45.1,47.1,24.0,49,,3224,Storage_Bay
879,Lab_Microscope,23.3,46.4,39.5,21.35,18,,3371,Medical_Bay
880,Navigation_Module,35.8,49.4,32.5,28.74,38,,141,Command_Center
881,Handheld_Spectrometer,32.5,18.1,49.2,14.47,74,,4998,Lab
882,Solar_Panel,68.0,75.8,1.6,8.3,10,,2832,External_Storage
883,Laptop,43.6,32.7,45.3,32.29,16,,1414,Crew_Quarters
884,Communication_Device,48.1,38.2,45.9,42.17,45,,4843,Crew_Quarters
885,Asteroid_Sample_Container,14.9,25.2,18.6,2.4,31,,615,Storage_Bay
886,Food_Packet,22.6,12.4,23.0,1.7,36,2026-07-19,47,Crew_Quarters
887,Asteroid_Sample_Container,11.6,26.9,15.0,2.2,40,,3068,Lab
888,Circuit_Board,46.2,45.4,36.8,38.59,57,,38,Storage_Bay
889,Communication_Device,19.0,48.9,25.4,11.8,11,,1839,Command_Center
890,Battery_Pack,16.4,49.1,43.4,17.47,100,,332,Power_Bay
891,Radiation_Shield,16.9,18.2,16.0,2.46,97,,1973,Storage_Bay
892,Seed_Packets,26.2,22.4,17.0,5.1,55,,15,Greenhouse
893,Protein_Bars,11.5,37.8,33.7,7.32,31,,1774,Storage_Bay
894,Water_Purification_Unit,23.8,49.3,28.8,16.9,54,,801,Crew_Quarters
895,Pressure_Regulator,44.7,34.7,31.5,24.43,23,,3415,Engineering_Bay
896,Circuit_Board,24.3,49.1,45.7,27.26,15,,454,Storage_Bay
897,Gyroscope_Module,24.7,33.4,42.7,17.61,88,,4476,Cockpit
898,Protein_Bars,25.3,16.4,29.8,6.18,6,,3440,Crew_Quarters
899,Water_Bottle,14.9,36.3,29.9,8.09,97,,976,Crew_Quarters
900,Emergency_Beacon,16.3,10.1,24.9,2.05,66,,646,Cockpit
901,Microgravity_Lab_Kit,29.9,18.6,29.8,9.5,36,,95,Lab
902,Gyroscope_Module,18.6,43.6,29.4,11.92,85,,3415,Engineering_Bay
903,Helmet_Visor,26.1,25.6,14.4,4.81,76,,2213,Storage_Bay
904,Laptop,47.5,13.2,48.8,15.3,75,,1833,Crew_Quarters
905,LED_Work_Light,20.7,18.1,40.8,7.64,25,,4137,Maintenance_Bay
906,Fire_Extinguisher,16.7,24.5,14.0,2.86,20,,1362,Crew_Quarters
907,Food_Packet,13.3,21.7,25.0,2.4,36,2026-08-16,25,Storage_Bay
908,3D_Printer,24.4,47.8,36.0,20.99,40,,2786,Engineering_Bay
909,Seed_Packets,15.5,14.1,23.1,4.5,55,,80,Greenhouse
910,Helmet_Visor,32.6,26.6,40.3,17.47,45,,3551,Storage_Bay
911,Handheld_Spectrometer,23.9,37.3,10.4,4.64,63,,2825,Engineering_Bay
912,Research_Samples,28.8,28.7,13.5,9.9,65,,1043,Storage_Bay
913,First_Aid_Kit,25.1,10.5,11.0,9.8,28,,19,Crew_Quarters
914,LED_Work_Light,11.4,26.0,35.8,5.31,36,,3540,Maintenance_Bay
915,Pressure_Regulator,28.0,15.3,23.9,5.12,3,,3673,Engineering_Bay
916,LED_Work_Light,23.1,37.2,41.3,17.74,4,,1352,Engineering_Bay
917,Handheld_Spectrometer,22.7,32.3,38.7,14.19,48,,1874,Engineering_Bay
918,Antibiotic_Supply,15.0,27.9,44.5,9.31,83,2026-10-29,833,Medical_Bay
919,Emergency_Beacon,10.2,33.5,44.7,7.64,10,,2945,Command_Center
920,Emergency_Beacon,14.9,26.2,39.7,7.75,99,,58,Cockpit
921,Asteroid_Sample_Container,21.2,13.3,26.8,2.9,9,,3482,Lab
922,Antibiotic_Supply,20.5,23.9,20.0,4.9,51,2025-11-21,3031,Lab
923,Pressure_Regulator,12.5,27.0,35.0,5.91,98,,3616,Engineering_Bay
924,Fire_Extinguisher,26.9,12.8,45.2,7.78,41,,631,Crew_Quarters
925,Solar_Panel,70.3,89.4,1.6,16.5,15,,4359,External_Storage
926,LED_Work_Light,37.3,16.0,40.2,12.0,2,,3402,Engineering_Bay
927,3D_Printer,30.8,10.5,10.2,1.65,24,,16,Lab
928,Research_Samples,12.1,26.9,13.1,2.1,98,,1767,Storage_Bay
929,Helmet_Visor,24.0,17.3,18.5,3.84,50,,1383,Storage_Bay
930,Space_Suit,21.9,37.6,45.3,18.65,54,,1084,Airlock
931,Laptop,22.1,31.7,42.8,14.99,56,,1414,Crew_Quarters
932,Solar_Panel,81.9,67.6,1.8,16.7,64,,779,External_Storage
933,CO2_Scrubber,28.6,34.2,39.6,19.37,57,,348,Engineering_Bay
934,Gyroscope_Module,14.7,32.4,48.0,11.43,48,,2442,Cockpit
935,Handheld_Spectrometer,35.9,45.6,14.8,12.11,59,,2011,Lab
936,Navigation_Module,42.3,14.5,12.7,3.89,70,,3728,Cockpit
937,Space_Suit,27.0,41.0,11.0,6.09,41,,2961,Airlock
938,Helmet_Visor,12.7,16.0,37.4,3.8,73,,4856,Storage_Bay
939,Battery_Pack,36.7,33.3,18.9,11.55,13,,451,Power_Bay
940,Cooling_System,45.4,49.2,19.6,21.89,71,,3737,Engineering_Bay
941,Asteroid_Sample_Container,22.0,23.2,15.3,1.5,57,,4707,Lab
942,Battery_Pack,47.5,40.4,37.0,35.5,93,,281,Power_Bay
943,3D_Printer,43.8,13.1,13.4,3.84,52,,1784,Engineering_Bay
944,Handheld_Spectrometer,45.4,22.8,13.0,6.73,15,,577,Lab
945,CO2_Scrubber,33.3,18.7,21.4,6.66,48,,330,Engineering_Bay
946,Solar_Panel,48.4,70.0,4.7,8.7,69,,398,External_Storage
947,Water_Bottle,46.9,29.0,33.1,22.51,14,,2868,Crew_Quarters
948,Battery_Pack,24.8,24.6,22.4,6.83,5,,527,External_Storage
949,Research_Samples,17.6,19.6,21.6,9.3,1,,3071,Lab
950,Food_Packet,14.8,25.4,14.2,2.4,6,2026-07-10,55,Storage_Bay
951,Lab_Microscope,25.9,17.3,28.1,6.3,91,,3905,Lab
952,Solar_Panel,42.5,98.2,1.0,5.2,35,,3358,External_Storage
953,Helmet_Visor,35.0,27.1,17.0,8.06,4,,2364,Storage_Bay
954,Fire_Extinguisher,10.9,31.5,38.7,6.64,53,,4602,Crew_Quarters
955,Asteroid_Sample_Container,21.3,26.5,21.4,8.3,72,,1718,Lab
956,First_Aid_Kit,10.3,23.6,20.8,7.8,4,,73,Crew_Quarters
957,Waste_Management_Kit,24.2,27.8,24.8,1.5,93,,64,Sanitation_Bay
958,Handheld_Spectrometer,49.8,48.0,33.7,40.28,7,,389,Engineering_Bay
959,Antibiotic_Supply,36.1,46.7,10.9,9.19,88,2025-09-05,2223,Medical_Bay
960,Battery_Pack,18.8,13.0,33.4,4.08,40,,719,External_Storage
961,Waste_Management_Kit,21.5,16.6,11.4,2.4,84,,22,Engineering_Bay
962,Vacuum_Sealed_Tools,11.3,44.0,37.9,9.42,55,,4204,Storage_Bay
963,Food_Packet,29.7,17.6,16.6,8.2,94,2025-07-03,65,Storage_Bay
964,Laptop,28.8,39.9,45.2,25.97,70,,2342,Crew_Quarters
965,Food_Packet,11.8,11.1,21.3,1.6,95,2026-12-29,41,Crew_Quarters
966,Waste_Management_Kit,17.9,22.1,24.3,3.4,97,,50,Engineering_Bay
967,Laptop,16.1,37.4,25.6,7.71,21,,4688,Crew_Quarters
968,Fire_Extinguisher,49.1,48.3,47.0,55.73,2,,4740,Engineering_Bay
969,Thruster_Fuel,38.7,26.0,36.1,18.16,25,,4174,Engine_Bay
970,Water_Bottle,15.9,25.7,33.4,6.82,82,,4526,Crew_Quarters
971,Gyroscope_Module,12.2,31.8,25.9,5.02,60,,3621,Cockpit
972,Protein_Bars,27.6,48.4,38.3,25.58,57,,3477,Storage_Bay
973,Water_Purification_Unit,30.0,47.7,36.9,26.4,77,,2072,Life_Support
974,EV_Suit_Battery,43.8,28.1,39.3,24.18,16,,676,Storage_Bay
975,Fire_Extinguisher,10.9,12.5,37.7,2.57,21,,4507,Engineering_Bay
976,Vacuum_Sealed_Tools,30.6,18.8,22.4,6.44,20,,3411,Maintenance_Bay
977,Thruster_Fuel,21.6,27.3,11.8,3.48,68,,1550,Engine_Bay
978,Antibiotic_Supply,10.6,24.9,30.8,4.06,42,2027-01-10,4288,Medical_Bay
979,Tether_Reel,46.5,10.3,22.9,5.48,75,,4483,External_Storage
980,Pressure_Regulator,25.1,49.7,48.5,30.25,53,,1181,Airlock
981,Water_Bottle,20.9,45.5,36.3,17.26,18,,3193,Storage_Bay
982,Gyroscope_Module,17.3,28.1,21.2,5.15,31,,4690,Cockpit
983,Lab_Microscope,39.4,20.7,10.2,4.16,31,,549,Lab
984,LED_Work_Light,12.2,22.5,38.7,5.31,94,,4108,Maintenance_Bay
985,Communication_Device,42.4,21.3,22.6,10.21,81,,2681,Crew_Quarters
986,3D_Printer,22.4,39.6,10.1,4.48,88,,774,Lab
987,Research_Samples,23.7,21.6,13.5,8.2,23,,3569,Lab
988,Thruster_Fuel,29.9,12.2,26.9,4.91,94,,2287,Storage_Bay
989,Microgravity_Lab_Kit,10.8,19.2,20.7,9.4,25,,19,Crew_Quarters
990,Communication_Device,16.6,15.2,24.5,3.09,74,,2087,Crew_Quarters
991,Fire_Extinguisher,43.7,33.7,27.1,19.95,29,,504,Crew_Quarters
992,Tool_Kit,26.2,17.2,25.7,8.0,68,,12,Maintenance_Bay
993,Medical_Scanner,43.2,40.8,10.5,9.25,24,2026-01-06,68,Medical_Bay
994,Cooling_System,43.9,31.1,12.2,8.33,16,,948,Power_Bay
995,Medical_Scanner,15.7,33.7,17.9,4.74,24,2025-12-22,46,Medical_Bay
996,Oxygen_Cylinder,17.9,24.9,40.8,24.6,76,,1432,Crew_Quarters
997,Pressure_Regulator,19.0,43.2,27.0,11.08,47,,2083,Airlock
998,First_Aid_Kit,18.6,26.6,10.2,2.4,57,,87,Crew_Quarters
999,Research_Samples,26.5,10.9,13.8,8.7,77,,3388,Lab
1000,Pressure_Regulator,45.8,31.3,16.9,12.11,12,,4904,Engineering_Bay
1001,Emergency_Oxygen_Mask,12.8,25.0,47.8,7.65,85,,1887,Medical_Bay
1002,First_Aid_Kit,27.2,28.1,24.8,5.4,45,,80,Medical_Bay
1003,Fire_Extinguisher,36.2,43.9,11.6,9.22,100,,1315,Crew_Quarters
1004,Gyroscope_Module,45.7,32.2,29.4,21.63,13,,4679,Cockpit
1005,Asteroid_Sample_Container,10.7,22.2,19.0,1.3,59,,3700,Lab
1006,Protein_Bars,49.7,40.8,29.8,30.21,56,,492,Crew_Quarters
1007,Helmet_Visor,28.4,31.1,17.7,7.82,12,,2447,Crew_Quarters
1008,Oxygen_Cylinder,16.4,19.6,88.1,20.0,61,,449,Crew_Quarters
1009,Thruster_Fuel,30.8,23.9,13.0,4.78,28,,4915,Engine_Bay
1010,Thruster_Fuel,10.7,43.9,20.6,4.84,7,,404,Storage_Bay
1011,3D_Printer,40.2,38.2,12.0,9.21,3,,1289,Engineering_Bay
1012,Battery_Pack,28.6,19.6,31.9,8.94,13,,447,External_Storage
1013,Pressure_Regulator,48.4,13.7,48.6,16.11,78,,2266,Airlock
1014,Water_Bottle,13.2,16.8,12.5,1.39,76,,520,Crew_Quarters
1015,CO2_Scrubber,32.1,19.6,19.0,5.98,68,,313,Engineering_Bay
1016,Handheld_Spectrometer,21.3,28.2,22.3,6.7,54,,595,Engineering_Bay
1017,Cooling_System,48.5,16.2,26.4,10.37,20,,3841,Power_Bay
1018,Seed_Packets,26.3,17.6,26.8,8.4,57,,13,Greenhouse
1019,Emergency_Oxygen_Mask,24.6,21.4,39.9,10.5,37,,268,Crew_Quarters
1020,Waste_Management_Kit,22.2,15.8,11.1,6.1,64,,72,Sanitation_Bay
1021,Communication_Device,39.1,43.9,15.3,13.13,26,,2103,Command_Center
1022,Oxygen_Cylinder,18.8,27.6,83.5,26.6,8,,2306,Crew_Quarters
1023,Lab_Microscope,38.2,14.2,22.9,6.21,78,,1749,Lab
1024,Seed_Packets,11.3,24.5,17.0,5.4,73,,51,Greenhouse
