item_id,zone,coordinates
738,Crew_Quarters,"(0,10.3,4785.3),(25.5,29.5,4819.0)"
739,Crew_Quarters,"(0,0,4819.0),(16.8,12.6,4835.2)"
740,Sanitation_Bay,"(16.8,0,4819.0),(44.0,25.0,4844.0)"
741,External_Storage,"(0,0,4844.0),(41.2,21.8,4858.4)"
742,Sanitation_Bay,"(41.2,0,4844.0),(63.0,10.3,4871.1)"
743,Storage_Bay,"(0,10.3,4844.0),(26.0,52.2,4888.4)"
744,Airlock,"(26.0,10.3,4844.0),(45.1,28.2,4872.9)"
745,Storage_Bay,"(45.1,10.3,4844.0),(71.2,42.8,4860.7)"
746,Storage_Bay,"(71.2,10.3,4844.0),(92.7,33.3,4887.1)"
747,Storage_Bay,"(0,33.3,4844.0),(21.9,59.7,4872.8)"
748,Lab,"(21.9,33.3,4844.0),(65.5,76.9,4871.0)"
749,Medical_Bay,"(0,0,4871.0),(24.9,23.7,4944.4)"
750,Lab,"(24.9,0,4871.0),(47.7,14.4,4893.8)"
751,Lab,"(47.7,0,4871.0),(93.1,26.9,4893.5)"
752,Command_Center,"(0,0,4893.5),(17.2,37.3,4941.5)"
753,Crew_Quarters,"(17.2,0,4893.5),(62.5,24.6,4940.8)"
754,Crew_Quarters,"(0,0,4940.8),(10.2,41.4,4989.4)"
755,Crew_Quarters,"(10.2,0,4940.8),(33.5,16.5,4960.2)"
756,Maintenance_Bay,"(0,0,4960.2),(43.8,10.1,4973.9)"
757,Crew_Quarters,"(43.8,0,4960.2),(81.4,18.2,5007.8)"
758,Command_Center,"(0,0,5007.8),(12.5,45.5,5048.9)"
759,Maintenance_Bay,"(12.5,0,5007.8),(60.4,10.5,5022.9)"
760,Airlock,"(0,10.5,5007.8),(37.0,42.1,5046.4)"
761,Power_Bay,"(37.0,10.5,5007.8),(70.1,37.9,5057.0)"
762,Medical_Bay,"(0,37.9,5007.8),(40.5,79.7,5024.1)"
763,Engineering_Bay,"(40.5,37.9,5007.8),(52.7,56.5,5052.1)"
764,Storage_Bay,"(52.7,37.9,5007.8),(71.2,76.1,5030.0)"
765,Engineering_Bay,"(71.2,37.9,5007.8),(111.3,48.4,5043.1)"
766,Engineering_Bay,"(0,48.4,5007.8),(26.5,87.9,5045.8)"
767,Crew_Quarters,"(26.5,48.4,5007.8),(53.2,67.3,5021.6)"
768,Medical_Bay,"(0,0,5021.6),(24.5,33.8,5053.2)"
769,Crew_Quarters,"(24.5,0,5021.6),(59.5,48.8,5067.9)"
770,Lab,"(0,0,5067.9),(26.9,24.4,5084.1)"
771,Crew_Quarters,"(26.9,0,5067.9),(42.5,20.5,5089.7)"
772,Storage_Bay,"(0,0,5089.7),(13.4,34.5,5116.2)"
773,Crew_Quarters,"(13.4,0,5089.7),(54.5,27.7,5111.3)"
774,Crew_Quarters,"(0,0,5111.3),(12.1,28.9,5140.2)"
775,External_Storage,"(12.1,0,5111.3),(74.7,64.9,5112.8)"
776,Airlock,"(0,0,5112.8),(22.2,24.5,5200.6)"
777,Engineering_Bay,"(22.2,0,5112.8),(56.8,28.7,5124.2)"
778,Storage_Bay,"(56.8,0,5112.8),(66.9,18.1,5128.4)"
779,Maintenance_Bay,"(66.9,0,5112.8),(81.8,24.5,5141.2)"
780,Engineering_Bay,"(81.8,0,5112.8),(93.5,35.6,5134.3)"
781,Command_Center,"(0,35.6,5112.8),(38.1,52.6,5124.8)"
782,Engineering_Bay,"(38.1,35.6,5112.8),(51.5,68.7,5147.3)"
783,Crew_Quarters,"(51.5,35.6,5112.8),(85.7,84.6,5158.8)"
784,Crew_Quarters,"(0,0,5158.8),(11.6,14.9,5173.4)"
785,Life_Support,"(11.6,0,5158.8),(44.2,25.0,5195.6)"
786,Storage_Bay,"(0,0,5195.6),(21.9,21.1,5241.2)"
787,Lab,"(21.9,0,5195.6),(44.8,32.4,5207.0)"
788,Engineering_Bay,"(44.8,0,5195.6),(93.1,39.5,5216.4)"
789,Command_Center,"(0,39.5,5195.6),(25.3,64.9,5222.8)"
790,External_Storage,"(25.3,39.5,5195.6),(66.8,73.2,5228.3)"
791,Storage_Bay,"(0,0,5228.3),(29.5,12.1,5245.9)"
792,Power_Bay,"(29.5,0,5228.3),(71.8,56.4,5231.8)"
793,Command_Center,"(0,0,5231.8),(26.8,43.0,5250.9)"
794,Storage_Bay,"(26.8,0,5231.8),(60.0,10.7,5264.0)"
795,Command_Center,"(60.0,0,5231.8),(88.5,31.4,5260.3)"
796,Storage_Bay,"(0,31.4,5231.8),(20.5,47.9,5253.5)"
797,Storage_Bay,"(20.5,31.4,5231.8),(38.3,71.0,5251.3)"
798,Airlock,"(38.3,31.4,5231.8),(79.4,44.1,5249.9)"
799,Crew_Quarters,"(0,44.1,5231.8),(40.2,65.6,5267.5)"
800,Storage_Bay,"(0,0,5267.5),(48.6,12.6,5278.6)"
801,Crew_Quarters,"(48.6,0,5267.5),(75.0,21.6,5342.6)"
802,Storage_Bay,"(0,0,5342.6),(12.0,25.5,5360.3)"
803,Lab,"(12.0,0,5342.6),(34.9,12.3,5366.2)"
804,Storage_Bay,"(34.9,0,5342.6),(50.5,44.4,5376.7)"
805,Lab,"(50.5,0,5342.6),(69.7,27.8,5372.3)"
806,Maintenance_Bay,"(69.7,0,5342.6),(82.0,23.2,5364.6)"
807,Engineering_Bay,"(82.0,0,5342.6),(115.6,15.2,5358.1)"
808,Maintenance_Bay,"(0,15.2,5342.6),(46.2,47.4,5353.3)"
809,Engineering_Bay,"(46.2,15.2,5342.6),(85.0,50.0,5389.3)"
810,External_Storage,"(0,50.0,5342.6),(45.9,70.4,5372.2)"
811,Crew_Quarters,"(45.9,50.0,5342.6),(68.6,87.4,5374.2)"
812,Crew_Quarters,"(0,0,5374.2),(49.3,23.1,5400.1)"
813,Airlock,"(0,0,5400.1),(35.5,31.4,5426.6)"
814,Storage_Bay,"(35.5,0,5400.1),(63.3,39.6,5428.2)"
815,Engineering_Bay,"(63.3,0,5400.1),(103.7,19.4,5432.5)"
816,Storage_Bay,"(0,19.4,5400.1),(36.6,53.4,5416.3)"
817,Crew_Quarters,"(36.6,19.4,5400.1),(58.9,58.3,5423.2)"
818,Storage_Bay,"(0,0,5423.2),(19.9,13.8,5446.0)"
819,Lab,"(19.9,0,5423.2),(66.8,30.2,5470.7)"
820,Lab,"(0,0,5470.7),(20.8,11.2,5499.2)"
821,Storage_Bay,"(20.8,0,5470.7),(49.9,30.5,5506.1)"
822,Crew_Quarters,"(49.9,0,5470.7),(65.4,26.6,5500.2)"
823,Airlock,"(0,0,5500.2),(46.1,27.8,5543.5)"
824,Storage_Bay,"(46.1,0,5500.2),(71.1,27.6,5529.2)"
825,Engineering_Bay,"(71.1,0,5500.2),(89.3,39.0,5542.5)"
826,Storage_Bay,"(0,39.0,5500.2),(26.4,64.2,5519.1)"
827,Crew_Quarters,"(26.4,39.0,5500.2),(65.9,51.6,5521.8)"
828,Life_Support,"(0,0,5521.8),(13.3,19.2,5563.1)"
829,Engineering_Bay,"(0,19.2,5521.8),(44.0,51.6,5545.8)"
830,Engineering_Bay,"(44.0,19.2,5521.8),(86.6,32.0,5545.2)"
831,Engineering_Bay,"(0,32.0,5521.8),(31.4,74.8,5565.9)"
832,Cockpit,"(31.4,32.0,5521.8),(59.6,53.8,5557.8)"
833,External_Storage,"(59.6,32.0,5521.8),(101.1,49.6,5542.3)"
834,Lab,"(0,0,5542.3),(24.1,22.3,5570.5)"
835,Lab,"(24.1,0,5542.3),(47.5,12.3,5571.0)"
836,Medical_Bay,"(47.5,0,5542.3),(96.3,11.8,5569.9)"
837,Crew_Quarters,"(0,11.8,5542.3),(22.2,24.8,5571.3)"
838,Lab,"(22.2,11.8,5542.3),(38.6,58.3,5581.7)"
839,Lab,"(38.6,11.8,5542.3),(51.9,25.3,5563.2)"
840,Lab,"(51.9,11.8,5542.3),(77.3,37.9,5559.9)"
841,Storage_Bay,"(0,0,5559.9),(15.2,29.3,5571.3)"
842,Engineering_Bay,"(15.2,0,5559.9),(60.2,36.8,5609.7)"
843,Greenhouse,"(0,36.8,5559.9),(29.1,52.2,5582.1)"
844,Lab,"(29.1,36.8,5559.9),(50.3,49.0,5604.1)"
845,Medical_Bay,"(50.3,36.8,5559.9),(74.7,53.8,5583.1)"
846,Storage_Bay,"(74.7,36.8,5559.9),(123.5,51.4,5607.1)"
847,Lab,"(0,51.4,5559.9),(12.0,100.5,5569.9)"
848,Cockpit,"(12.0,51.4,5559.9),(30.9,99.5,5581.1)"
849,Command_Center,"(30.9,51.4,5559.9),(48.5,66.6,5574.8)"
850,Life_Support,"(48.5,51.4,5559.9),(96.5,68.4,5575.3)"
851,Cockpit,"(0,0,5575.3),(40.2,30.5,5586.6)"
852,Maintenance_Bay,"(40.2,0,5575.3),(89.5,10.7,5610.6)"
853,External_Storage,"(0,10.7,5575.3),(36.6,35.1,5595.1)"
854,Engineering_Bay,"(36.6,10.7,5575.3),(62.6,31.1,5624.4)"
855,Crew_Quarters,"(62.6,10.7,5575.3),(86.2,33.1,5594.1)"
856,External_Storage,"(0,0,5594.1),(28.6,20.3,5620.4)"
857,Command_Center,"(28.6,0,5594.1),(74.9,40.8,5607.6)"
858,Crew_Quarters,"(0,40.8,5594.1),(20.8,63.8,5616.3)"
859,Greenhouse,"(20.8,40.8,5594.1),(35.3,52.5,5617.4)"
860,Command_Center,"(35.3,40.8,5594.1),(53.0,74.4,5630.6)"
861,Engineering_Bay,"(53.0,40.8,5594.1),(99.1,79.2,5630.3)"
862,Lab,"(0,0,5630.3),(18.5,16.4,5661.0)"
863,Cockpit,"(18.5,0,5630.3),(51.1,12.8,5652.3)"
864,Medical_Bay,"(51.1,0,5630.3),(89.3,30.6,5646.2)"
865,Lab,"(0,30.6,5630.3),(27.1,76.9,5674.2)"
866,Power_Bay,"(27.1,30.6,5630.3),(62.8,76.6,5676.9)"
867,Storage_Bay,"(62.8,30.6,5630.3),(108.6,45.7,5674.2)"
868,Storage_Bay,"(0,45.7,5630.3),(17.6,72.2,5650.2)"
869,Lab,"(17.6,45.7,5630.3),(37.1,74.9,5651.6)"
870,Cockpit,"(37.1,45.7,5630.3),(84.6,60.8,5656.3)"
871,Engineering_Bay,"(0,60.8,5630.3),(36.3,102.3,5675.7)"
872,Life_Support,"(36.3,60.8,5630.3),(81.0,106.8,5664.1)"
873,Lab,"(0,0,5664.1),(17.4,16.3,5694.0)"
874,Command_Center,"(17.4,0,5664.1),(57.3,32.8,5688.3)"
875,Storage_Bay,"(57.3,0,5664.1),(73.5,24.6,5675.6)"
876,Power_Bay,"(73.5,0,5664.1),(112.7,18.1,5674.9)"
877,Engineering_Bay,"(0,18.1,5664.1),(46.9,36.9,5700.5)"
878,Storage_Bay,"(46.9,18.1,5664.1),(69.5,63.2,5711.2)"
879,Medical_Bay,"(69.5,18.1,5664.1),(92.8,64.5,5703.6)"
880,Command_Center,"(0,0,5703.6),(35.8,49.4,5736.1)"
881,Lab,"(35.8,0,5703.6),(68.3,18.1,5752.8)"
882,External_Storage,"(0,0,5752.8),(68.0,75.8,5754.4)"
883,Crew_Quarters,"(0,0,5754.4),(43.6,32.7,5799.7)"
884,Crew_Quarters,"(0,0,5799.7),(48.1,38.2,5845.6)"
885,Storage_Bay,"(0,0,5845.6),(14.9,25.2,5864.2)"
886,Crew_Quarters,"(14.9,0,5845.6),(37.5,12.4,5868.6)"
887,Lab,"(0,0,5868.6),(11.6,26.9,5883.6)"
888,Storage_Bay,"(11.6,0,5868.6),(57.8,45.4,5905.4)"
889,Command_Center,"(0,45.4,5868.6),(19.0,94.3,5894.0)"
890,Power_Bay,"(19.0,45.4,5868.6),(35.4,94.5,5912.0)"
891,Storage_Bay,"(35.4,45.4,5868.6),(52.3,63.6,5884.6)"
892,Greenhouse,"(52.3,45.4,5868.6),(78.5,67.8,5885.6)"
893,Storage_Bay,"(78.5,45.4,5868.6),(90.0,83.2,5902.3)"
894,Crew_Quarters,"(0,83.2,5868.6),(23.8,132.5,5897.4)"
895,Engineering_Bay,"(23.8,83.2,5868.6),(68.5,117.9,5900.1)"
896,Storage_Bay,"(0,0,5900.1),(24.3,49.1,5945.8)"
897,Cockpit,"(24.3,0,5900.1),(49.0,33.4,5942.8)"
898,Crew_Quarters,"(49.0,0,5900.1),(74.3,16.4,5929.9)"
899,Crew_Quarters,"(0,0,5929.9),(14.9,36.3,5959.8)"
900,Cockpit,"(14.9,0,5929.9),(31.2,10.1,5954.8)"
901,Lab,"(31.2,0,5929.9),(61.1,18.6,5959.7)"
902,Engineering_Bay,"(61.1,0,5929.9),(79.7,43.6,5959.3)"
903,Storage_Bay,"(79.7,0,5929.9),(105.8,25.6,5944.3)"
904,Crew_Quarters,"(0,25.6,5929.9),(47.5,38.8,5978.7)"
905,Maintenance_Bay,"(0,0,5978.7),(20.7,18.1,6019.5)"
906,Crew_Quarters,"(20.7,0,5978.7),(37.4,24.5,5992.7)"
907,Storage_Bay,"(0,0,5992.7),(13.3,21.7,6017.7)"
908,Engineering_Bay,"(13.3,0,5992.7),(37.7,47.8,6028.7)"
909,Greenhouse,"(37.7,0,5992.7),(53.2,14.1,6015.8)"
910,Storage_Bay,"(53.2,0,5992.7),(85.8,26.6,6033.0)"
911,Engineering_Bay,"(0,26.6,5992.7),(23.9,63.9,6003.1)"
912,Storage_Bay,"(23.9,26.6,5992.7),(52.7,55.3,6006.2)"
913,Crew_Quarters,"(52.7,26.6,5992.7),(77.8,37.1,6003.7)"
914,Maintenance_Bay,"(0,0,6003.7),(11.4,26.0,6039.5)"
915,Engineering_Bay,"(11.4,0,6003.7),(39.4,15.3,6027.6)"
916,Engineering_Bay,"(39.4,0,6003.7),(62.5,37.2,6045.0)"
917,Engineering_Bay,"(62.5,0,6003.7),(85.2,32.3,6042.4)"
918,Medical_Bay,"(0,32.3,6003.7),(15.0,60.2,6048.2)"
919,Command_Center,"(15.0,32.3,6003.7),(25.2,65.8,6048.4)"
920,Cockpit,"(25.2,32.3,6003.7),(40.1,58.5,6043.4)"
921,Lab,"(40.1,32.3,6003.7),(61.3,45.6,6030.5)"
922,Lab,"(61.3,32.3,6003.7),(81.8,56.2,6023.7)"
923,Engineering_Bay,"(0,0,6023.7),(12.5,27.0,6058.7)"
924,Crew_Quarters,"(12.5,0,6023.7),(39.4,12.8,6068.9)"
925,External_Storage,"(0,0,6068.9),(70.3,89.4,6070.5)"
926,Engineering_Bay,"(0,0,6070.5),(37.3,16.0,6110.7)"
927,Lab,"(37.3,0,6070.5),(68.1,10.5,6080.7)"
928,Storage_Bay,"(68.1,0,6070.5),(80.2,26.9,6083.6)"
929,Storage_Bay,"(80.2,0,6070.5),(104.2,17.3,6089.0)"
930,Airlock,"(0,17.3,6070.5),(21.9,54.9,6115.8)"
931,Crew_Quarters,"(21.9,17.3,6070.5),(44.0,49.0,6113.3)"
932,External_Storage,"(0,0,6113.3),(81.9,67.6,6115.1)"
933,Engineering_Bay,"(0,0,6115.1),(28.6,34.2,6154.7)"
934,Cockpit,"(28.6,0,6115.1),(43.3,32.4,6163.1)"
935,Lab,"(43.3,0,6115.1),(79.2,45.6,6129.9)"
936,Cockpit,"(0,0,6129.9),(42.3,14.5,6142.6)"
937,Airlock,"(42.3,0,6129.9),(69.3,41.0,6140.9)"
938,Storage_Bay,"(69.3,0,6129.9),(82.0,16.0,6167.3)"
939,Power_Bay,"(82.0,0,6129.9),(118.7,33.3,6148.8)"
940,Engineering_Bay,"(0,33.3,6129.9),(45.4,82.5,6149.5)"
941,Lab,"(45.4,33.3,6129.9),(67.4,56.5,6145.2)"
942,Power_Bay,"(67.4,33.3,6129.9),(114.9,73.7,6166.9)"
943,Engineering_Bay,"(0,0,6166.9),(43.8,13.1,6180.3)"
944,Lab,"(43.8,0,6166.9),(89.2,22.8,6179.9)"
945,Engineering_Bay,"(0,0,6179.9),(33.3,18.7,6201.3)"
946,External_Storage,"(33.3,0,6179.9),(81.7,70.0,6184.6)"
947,Crew_Quarters,"(0,0,6184.6),(46.9,29.0,6217.7)"
948,External_Storage,"(0,0,6217.7),(24.8,24.6,6240.1)"
949,Lab,"(24.8,0,6217.7),(42.4,19.6,6239.3)"
950,Storage_Bay,"(42.4,0,6217.7),(57.2,25.4,6231.9)"
951,Lab,"(57.2,0,6217.7),(83.1,17.3,6245.8)"
952,External_Storage,"(0,0,6245.8),(42.5,98.2,6246.8)"
953,Storage_Bay,"(42.5,0,6245.8),(77.5,27.1,6262.8)"
954,Crew_Quarters,"(0,27.1,6245.8),(10.9,58.6,6284.5)"
955,Lab,"(10.9,27.1,6245.8),(32.2,53.6,6267.2)"
956,Crew_Quarters,"(32.2,27.1,6245.8),(42.5,50.7,6266.6)"
957,Sanitation_Bay,"(0,0,6266.6),(24.2,27.8,6291.4)"
958,Engineering_Bay,"(0,0,6291.4),(49.8,48.0,6325.1)"
959,Medical_Bay,"(49.8,0,6291.4),(85.9,46.7,6302.3)"
960,External_Storage,"(0,0,6302.3),(18.8,13.0,6335.7)"
961,Engineering_Bay,"(18.8,0,6302.3),(40.3,16.6,6313.7)"
962,Storage_Bay,"(40.3,0,6302.3),(51.6,44.0,6340.2)"
963,Storage_Bay,"(51.6,0,6302.3),(81.3,17.6,6318.9)"
964,Crew_Quarters,"(0,17.6,6302.3),(28.8,57.5,6347.5)"
965,Crew_Quarters,"(0,0,6347.5),(11.8,11.1,6368.8)"
966,Engineering_Bay,"(11.8,0,6347.5),(29.7,22.1,6371.8)"
967,Crew_Quarters,"(29.7,0,6347.5),(45.8,37.4,6373.1)"
968,Engineering_Bay,"(0,0,6373.1),(49.1,48.3,6420.1)"
969,Engine_Bay,"(49.1,0,6373.1),(87.8,26.0,6409.2)"
970,Crew_Quarters,"(87.8,0,6373.1),(103.7,25.7,6406.5)"
971,Cockpit,"(0,0,6406.5),(12.2,31.8,6432.4)"
972,Storage_Bay,"(12.2,0,6406.5),(39.8,48.4,6444.8)"
973,Life_Support,"(39.8,0,6406.5),(69.8,47.7,6443.4)"
974,Storage_Bay,"(0,0,6443.4),(43.8,28.1,6482.7)"
975,Engineering_Bay,"(43.8,0,6443.4),(54.7,12.5,6481.1)"
976,Maintenance_Bay,"(54.7,0,6443.4),(85.3,18.8,6465.8)"
977,Engine_Bay,"(0,18.8,6443.4),(21.6,46.1,6455.2)"
978,Medical_Bay,"(21.6,18.8,6443.4),(32.2,43.7,6474.2)"
979,External_Storage,"(32.2,18.8,6443.4),(78.7,29.1,6466.3)"
980,Airlock,"(0,29.1,6443.4),(25.1,78.8,6491.9)"
981,Storage_Bay,"(25.1,29.1,6443.4),(46.0,74.6,6479.7)"
982,Cockpit,"(46.0,29.1,6443.4),(63.3,57.2,6464.6)"
983,Lab,"(63.3,29.1,6443.4),(102.7,49.8,6453.6)"
984,Maintenance_Bay,"(0,0,6453.6),(12.2,22.5,6492.3)"
985,Crew_Quarters,"(12.2,0,6453.6),(54.6,21.3,6476.2)"
986,Lab,"(0,0,6476.2),(22.4,39.6,6486.3)"
987,Lab,"(22.4,0,6476.2),(46.1,21.6,6489.7)"
988,Storage_Bay,"(46.1,0,6476.2),(76.0,12.2,6503.1)"
989,Crew_Quarters,"(0,12.2,6476.2),(10.8,31.4,6496.9)"
990,Crew_Quarters,"(10.8,12.2,6476.2),(27.4,27.4,6500.7)"
991,Crew_Quarters,"(27.4,12.2,6476.2),(71.1,45.9,6503.3)"
992,Maintenance_Bay,"(0,0,6503.3),(26.2,17.2,6529.0)"
993,Medical_Bay,"(26.2,0,6503.3),(69.4,40.8,6513.8)"
994,Power_Bay,"(0,40.8,6503.3),(43.9,71.9,6515.5)"
995,Medical_Bay,"(43.9,40.8,6503.3),(59.6,74.5,6521.2)"
996,Crew_Quarters,"(59.6,40.8,6503.3),(77.5,65.7,6544.1)"
997,Airlock,"(0,0,6544.1),(19.0,43.2,6571.1)"
998,Crew_Quarters,"(19.0,0,6544.1),(37.6,26.6,6554.3)"
999,Lab,"(0,0,6554.3),(26.5,10.9,6568.1)"
1000,Engineering_Bay,"(26.5,0,6554.3),(72.3,31.3,6571.2)"
1001,Medical_Bay,"(0,31.3,6554.3),(12.8,56.3,6602.1)"
1002,Medical_Bay,"(12.8,31.3,6554.3),(40.0,59.4,6579.1)"
1003,Crew_Quarters,"(40.0,31.3,6554.3),(76.2,75.2,6565.9)"
1004,Cockpit,"(0,0,6565.9),(45.7,32.2,6595.3)"
1005,Lab,"(45.7,0,6565.9),(56.4,22.2,6584.9)"
1006,Crew_Quarters,"(56.4,0,6565.9),(106.1,40.8,6595.7)"
1007,Crew_Quarters,"(0,0,6595.7),(28.4,31.1,6613.4)"
1008,Crew_Quarters,"(0,0,6613.4),(16.4,19.6,6701.5)"
1009,Engine_Bay,"(16.4,0,6613.4),(47.2,23.9,6626.4)"
1010,Storage_Bay,"(47.2,0,6613.4),(57.9,43.9,6634.0)"
1011,Engineering_Bay,"(57.9,0,6613.4),(98.1,38.2,6625.4)"
1012,External_Storage,"(0,38.2,6613.4),(28.6,57.8,6645.3)"
1013,Airlock,"(28.6,38.2,6613.4),(77.0,51.9,6662.0)"
1014,Crew_Quarters,"(0,51.9,6613.4),(13.2,68.7,6625.9)"
1015,Engineering_Bay,"(13.2,51.9,6613.4),(45.3,71.5,6632.4)"
1016,Engineering_Bay,"(45.3,51.9,6613.4),(66.6,80.1,6635.7)"
1017,Power_Bay,"(66.6,51.9,6613.4),(115.1,68.1,6639.8)"
1018,Greenhouse,"(0,68.1,6613.4),(26.3,85.7,6640.2)"
1019,Crew_Quarters,"(26.3,68.1,6613.4),(50.9,89.5,6653.3)"
1020,Sanitation_Bay,"(0,0,6653.3),(22.2,15.8,6664.4)"
1021,Command_Center,"(0,15.8,6653.3),(39.1,59.7,6668.6)"
1022,Crew_Quarters,"(39.1,15.8,6653.3),(57.9,43.4,6736.8)"
1023,Lab,"(0,0,6736.8),(38.2,14.2,6759.7)"
1024,Greenhouse,"(38.2,0,6736.8),(49.5,24.5,6753.8)"
1025,Lab,"(49.5,0,6736.8),(76.5,27.7,6763.9)"
1026,Storage_Bay,"(0,0,6763.9),(32.8,40.4,6807.0)"
1027,External_Storage,"(32.8,0,6763.9),(124.3,64.5,6766.3)"
1028,Storage_Bay,"(0,0,6766.3),(16.8,20.1,6795.7)"
1029,Engineering_Bay,"(16.8,0,6766.3),(31.7,22.9,6794.9)"
1030,Power_Bay,"(31.7,0,6766.3),(54.5,21.7,6803.7)"
1031,Lab,"(54.5,0,6766.3),(104.3,22.2,6807.3)"
1032,Crew_Quarters,"(0,0,6807.3),(48.3,26.9,6822.1)"
1033,Life_Support,"(0,0,6822.1),(15.0,37.0,6871.1)"
1034,Power_Bay,"(0,0,6871.1),(34.5,39.2,6890.4)"
1035,Command_Center,"(34.5,0,6871.1),(55.2,14.6,6883.5)"
1036,Storage_Bay,"(55.2,0,6871.1),(74.9,37.7,6910.1)"
1037,Storage_Bay,"(74.9,0,6871.1),(95.1,49.9,6918.7)"
1038,Medical_Bay,"(0,49.9,6871.1),(17.5,64.9,6936.8)"
1039,Storage_Bay,"(17.5,49.9,6871.1),(32.8,91.8,6913.9)"
1040,Cockpit,"(32.8,49.9,6871.1),(80.1,90.0,6915.6)"
1041,Maintenance_Bay,"(0,0,6915.6),(47.8,19.9,6958.5)"
1042,Command_Center,"(47.8,0,6915.6),(79.7,49.9,6947.6)"
1043,Maintenance_Bay,"(0,0,6947.6),(37.0,27.4,6985.3)"
1044,Medical_Bay,"(37.0,0,6947.6),(63.4,11.7,6960.9)"
1045,Airlock,"(63.4,0,6947.6),(113.3,17.3,6963.3)"
1046,Crew_Quarters,"(0,17.3,6947.6),(24.0,42.5,6964.6)"
1047,Crew_Quarters,"(24.0,17.3,6947.6),(35.6,60.5,6974.4)"
1048,Crew_Quarters,"(35.6,17.3,6947.6),(52.8,38.3,7014.4)"
1049,Airlock,"(0,0,7014.4),(46.6,23.3,7030.9)"
1050,Engineering_Bay,"(46.6,0,7014.4),(58.7,42.2,7032.2)"
1051,Storage_Bay,"(58.7,0,7014.4),(98.7,48.1,7040.3)"
1052,Power_Bay,"(0,48.1,7014.4),(36.3,74.7,7048.9)"
1053,Storage_Bay,"(36.3,48.1,7014.4),(79.9,66.1,7031.3)"
1054,Airlock,"(0,66.1,7014.4),(36.5,93.7,7026.0)"
1055,Maintenance_Bay,"(36.5,66.1,7014.4),(71.7,104.4,7026.3)"
1056,Storage_Bay,"(0,0,7026.3),(28.1,27.7,7042.3)"
1057,Airlock,"(28.1,0,7026.3),(62.6,23.3,7041.4)"
1058,Medical_Bay,"(62.6,0,7026.3),(79.6,13.0,7047.0)"
1059,Crew_Quarters,"(79.6,0,7026.3),(121.5,36.7,7055.5)"
1060,Storage_Bay,"(0,0,7055.5),(32.8,37.3,7080.6)"
1061,Crew_Quarters,"(32.8,0,7055.5),(71.5,31.3,7085.6)"
1062,Cockpit,"(0,0,7085.6),(28.7,28.0,7121.7)"
1063,Life_Support,"(28.7,0,7085.6),(55.5,16.7,7100.5)"
1064,Cockpit,"(0,16.7,7085.6),(28.6,55.3,7114.1)"
1065,Power_Bay,"(28.6,16.7,7085.6),(106.5,104.5,7087.6)"
1066,Engine_Bay,"(0,0,7087.6),(48.8,22.3,7121.8)"
1067,Medical_Bay,"(48.8,0,7087.6),(94.1,13.8,7125.4)"
1068,Crew_Quarters,"(0,13.8,7087.6),(25.2,23.9,7102.4)"
1069,Cockpit,"(0,0,7102.4),(17.2,31.9,7118.0)"
1070,Lab,"(17.2,0,7102.4),(37.9,12.7,7135.7)"
1071,Storage_Bay,"(37.9,0,7102.4),(74.0,43.9,7125.7)"
1072,Maintenance_Bay,"(0,43.9,7102.4),(21.9,78.8,7146.2)"
1073,Storage_Bay,"(21.9,43.9,7102.4),(36.8,61.9,7115.2)"
1074,Airlock,"(36.8,43.9,7102.4),(76.7,86.3,7113.7)"
1075,Storage_Bay,"(0,86.3,7102.4),(22.1,108.0,7114.8)"
1076,External_Storage,"(22.1,86.3,7102.4),(49.3,123.7,7139.6)"
1077,Maintenance_Bay,"(49.3,86.3,7102.4),(73.0,106.4,7126.5)"
1078,External_Storage,"(73.0,86.3,7102.4),(161.8,140.4,7103.7)"
1079,Medical_Bay,"(0,0,7103.7),(27.1,11.7,7123.8)"
1080,Life_Support,"(27.1,0,7103.7),(60.2,17.0,7122.7)"
1081,Storage_Bay,"(0,17.0,7103.7),(22.9,46.1,7120.3)"
1082,Storage_Bay,"(22.9,17.0,7103.7),(36.4,40.2,7114.8)"
1083,Storage_Bay,"(36.4,17.0,7103.7),(51.2,27.5,7137.5)"
1084,Storage_Bay,"(51.2,17.0,7103.7),(89.7,39.0,7134.7)"
1085,Storage_Bay,"(0,39.0,7103.7),(29.3,64.0,7125.5)"
1086,Engine_Bay,"(29.3,39.0,7103.7),(73.5,58.4,7144.7)"
1087,Lab,"(73.5,39.0,7103.7),(84.8,75.6,7117.6)"
1088,Airlock,"(84.8,39.0,7103.7),(115.3,83.2,7122.9)"
1089,Storage_Bay,"(0,83.2,7103.7),(11.0,99.6,7127.6)"
1090,Storage_Bay,"(11.0,83.2,7103.7),(22.8,100.8,7119.0)"
1091,Engine_Bay,"(22.8,83.2,7103.7),(64.6,129.3,7123.8)"
1092,Airlock,"(64.6,83.2,7103.7),(87.8,100.4,7130.6)"
1093,Medical_Bay,"(0,100.4,7103.7),(45.1,150.3,7141.4)"
1094,Lab,"(45.1,100.4,7103.7),(68.0,129.4,7147.7)"
1095,Lab,"(68.0,100.4,7103.7),(104.6,144.4,7124.4)"
1096,Crew_Quarters,"(0,0,7124.4),(22.7,47.9,7139.4)"
1097,Crew_Quarters,"(22.7,0,7124.4),(35.8,27.1,7144.8)"
1098,Lab,"(35.8,0,7124.4),(71.3,14.6,7136.6)"
