item_id,zone,container_id,coordinates
706,Crew_Quarters,CQ03,"(16.4,0,57.5),(37.5,22.5,84.6)"
707,Lab,L03,"(0,10.2,75.8),(13.2,25.1,109.5)"
708,Engineering_Bay,EB01,"(68.8,26.0,243.1),(81.5,74.5,272.6)"
709,Crew_Quarters,CQ02,"(0,45.5,133.6),(14.5,69.6,145.4)"
710,Engineering_Bay,EB01,"(81.5,26.0,243.1),(98.6,38.1,265.1)"
711,Engineering_Bay,EB01,"(0,38.1,243.1),(45.2,65.7,271.6)"
712,Airlock,A02,"(0,48.4,77.9),(33.8,84.2,107.4)"
713,Airlock,A01,"(0,0,37.2),(14.5,47.1,58.9)"
714,Lab,L04,"(43.8,42.0,0),(65.5,59.0,11.5)"
715,External_Storage,ES01,"(0,20.2,1.3),(33.6,46.8,42.7)"
716,Command_Center,CC01,"(18.5,22.3,46.0),(40.5,37.6,77.0)"
717,Engineering_Bay,EB01,"(45.2,38.1,243.1),(91.9,86.8,285.3)"
718,Storage_Bay,TA01,"(69.3,127.0,84.2),(91.4,165.8,100.7)"
719,Storage_Bay,TA01,"(0,0,100.7),(15.1,43.1,113.2)"
720,Airlock,A03,"(42.2,111.7,0),(57.6,122.4,32.6)"
721,Engineering_Bay,EB01,"(0,0,285.3),(23.6,11.4,301.3)"
722,Engineering_Bay,EB01,"(23.6,0,285.3),(70.3,36.6,325.7)"
723,Power_Bay,PB04,"(40.7,0,40.9),(136.2,85.7,44.6)"
724,Lab,L02,"(57.1,49.0,43.8),(82.2,86.7,57.9)"
725,Storage_Bay,TA01,"(15.1,0,100.7),(55.2,18.4,130.5)"
726,Lab,L04,"(65.5,42.0,0),(90.7,86.2,40.6)"
727,Engineering_Bay,EB01,"(0,36.6,285.3),(14.1,58.4,311.5)"
728,Engineering_Bay,EB01,"(14.1,36.6,285.3),(34.1,65.9,313.4)"
729,External_Storage,ES04,"(0,0,41.0),(97.7,40.7,45.7)"
730,Engineering_Bay,EB01,"(34.1,36.6,285.3),(66.4,76.7,321.9)"
731,Power_Bay,PB03,"(0,32.6,1.3),(28.4,67.2,38.1)"
732,Lab,L03,"(13.2,10.2,75.8),(51.1,38.1,90.2)"
733,Engine_Bay,NA02,"(0,19.4,0),(25.0,54.6,32.2)"
734,Medical_Bay,EA03,"(67.6,30.7,34.8),(85.2,55.4,86.1)"
735,Crew_Quarters,CQ02,"(14.5,45.5,133.6),(25.0,62.4,150.0)"
736,Lab,L02,"(0,0,57.9),(40.1,48.3,92.4)"
737,Lab,L01,"(22.1,0,127.4),(65.4,10.3,150.6)"
738,Crew_Quarters,CQ03,"(37.5,0,57.5),(63.0,19.2,91.2)"
739,Crew_Quarters,CQ02,"(25.0,45.5,133.6),(41.8,58.1,149.8)"
740,Sanitation_Bay,SB02,"(36.0,0,0),(63.2,25.0,25.0)"
741,External_Storage,ES04,"(0,40.7,41.0),(41.2,62.5,55.4)"
742,Sanitation_Bay,SB03,"(46.5,0,0),(68.3,10.3,27.1)"
743,Storage_Bay,TA01,"(55.2,0,100.7),(81.2,41.9,145.1)"
744,Airlock,A03,"(57.6,111.7,0),(76.7,129.6,28.9)"
745,Storage_Bay,TA01,"(0,41.9,100.7),(26.1,74.4,117.4)"
746,Storage_Bay,TA01,"(26.1,41.9,100.7),(47.6,64.9,143.8)"
747,Storage_Bay,TA01,"(47.6,41.9,100.7),(69.5,68.3,129.5)"
748,Lab,L03,"(51.1,10.2,75.8),(94.7,53.8,102.8)"
749,Medical_Bay,EA01,"(33.7,19.8,15.0),(58.6,43.5,88.4)"
750,Lab,L01,"(0,10.3,127.4),(22.8,24.7,150.2)"
751,Lab,L01,"(22.8,10.3,127.4),(68.2,37.2,149.9)"
752,Command_Center,CC02,"(21.5,0,12.9),(38.7,37.3,60.9)"
753,Crew_Quarters,CQ02,"(0,58.1,133.6),(45.3,82.7,180.9)"
754,Crew_Quarters,CQ04,"(41.1,28.3,64.5),(51.3,69.7,113.1)"
755,Crew_Quarters,CQ03,"(63.0,0,57.5),(86.3,16.5,76.9)"
756,Maintenance_Bay,MB01,"(26.1,12.9,0),(69.9,23.0,13.7)"
757,Crew_Quarters,CQ03,"(0,16.5,57.5),(37.6,34.7,105.1)"
758,Command_Center,CC01,"(40.5,22.3,46.0),(53.0,67.8,87.1)"
759,Maintenance_Bay,MB02,"(84.9,34.8,0),(132.8,45.3,15.1)"
760,Airlock,A01,"(14.5,0,37.2),(51.5,31.6,75.8)"
761,Power_Bay,PB02,"(26.0,0,4.4),(59.1,27.4,53.6)"
762,Medical_Bay,EA02,"(34.6,0,182.0),(75.1,41.8,198.3)"
763,Engineering_Bay,EB01,"(66.4,36.6,285.3),(78.6,55.2,329.6)"
764,Storage_Bay,TA01,"(69.5,41.9,100.7),(88.0,80.1,122.9)"
765,Engineering_Bay,EB01,"(78.6,36.6,285.3),(118.7,47.1,320.6)"
766,Engineering_Bay,EB01,"(0,47.1,285.3),(26.5,86.6,323.3)"
767,Crew_Quarters,CQ04,"(51.3,28.3,64.5),(78.0,47.2,78.3)"
768,Medical_Bay,EA03,"(0,55.4,34.8),(24.5,89.2,66.4)"
769,Crew_Quarters,CQ04,"(0,47.2,64.5),(35.0,96.0,110.8)"
770,Lab,L04,"(90.7,42.0,0),(117.6,66.4,16.2)"
771,Crew_Quarters,CQ03,"(37.6,16.5,57.5),(53.2,37.0,79.3)"
772,Storage_Bay,TA01,"(0,80.1,100.7),(13.4,114.6,127.2)"
773,Crew_Quarters,CQ02,"(0,82.7,133.6),(41.1,110.4,155.2)"
774,Crew_Quarters,CQ03,"(53.2,16.5,57.5),(65.3,45.4,86.4)"
775,External_Storage,ES02,"(0,0,40.8),(62.6,64.9,42.3)"
776,Airlock,A03,"(76.7,111.7,0),(98.9,136.2,87.8)"
777,Engineering_Bay,EB01,"(26.5,47.1,285.3),(61.1,75.8,296.7)"
778,Storage_Bay,TA01,"(13.4,80.1,100.7),(23.5,98.2,116.3)"
779,Maintenance_Bay,MB01,"(0,23.0,0),(14.9,47.5,28.4)"
780,Engineering_Bay,EB01,"(61.1,47.1,285.3),(72.8,82.7,306.8)"
781,Command_Center,CC03,"(0,40.7,55.4),(38.1,57.7,67.4)"
782,Engineering_Bay,EB01,"(72.8,47.1,285.3),(86.2,80.2,319.8)"
783,Crew_Quarters,CQ03,"(65.3,16.5,57.5),(99.5,65.5,103.5)"
784,Crew_Quarters,CQ02,"(0,110.4,133.6),(11.6,125.3,148.2)"
785,Life_Support,LS01,"(0,0,97.2),(32.6,25.0,134.0)"
786,Storage_Bay,TA01,"(23.5,80.1,100.7),(45.4,101.2,146.3)"
787,Lab,L04,"(117.6,42.0,0),(140.5,74.4,11.4)"
788,Engineering_Bay,EB01,"(86.2,47.1,285.3),(134.5,86.6,306.1)"
789,Command_Center,CC03,"(38.1,40.7,55.4),(63.4,66.1,82.6)"
790,External_Storage,ES03,"(41.0,91.5,0),(82.5,125.2,32.7)"
791,Storage_Bay,TA01,"(45.4,80.1,100.7),(74.9,92.2,118.3)"
792,Power_Bay,PB05,"(38.2,0,2.2),(80.5,56.4,5.7)"
793,Command_Center,CC02,"(38.7,0,12.9),(65.5,43.0,32.0)"
794,Storage_Bay,TA01,"(0,92.2,100.7),(33.2,102.9,132.9)"
795,Command_Center,CC01,"(53.0,22.3,46.0),(81.5,53.7,74.5)"
796,Storage_Bay,TA01,"(33.2,92.2,100.7),(53.7,108.7,122.4)"
797,Storage_Bay,TA01,"(53.7,92.2,100.7),(71.5,131.8,120.2)"
798,Airlock,A02,"(33.8,48.4,77.9),(74.9,61.1,96.0)"
799,Crew_Quarters,CQ02,"(11.6,110.4,133.6),(51.8,131.9,169.3)"
800,Storage_Bay,TA01,"(71.5,92.2,100.7),(120.1,104.8,111.8)"
801,Crew_Quarters,CQ04,"(35.0,47.2,64.5),(61.4,68.8,139.6)"
802,Storage_Bay,TA01,"(0,104.8,100.7),(12.0,130.3,118.4)"
803,Lab,L01,"(0,0,149.9),(22.9,12.3,173.5)"
804,Storage_Bay,TA01,"(12.0,104.8,100.7),(27.6,149.2,134.8)"
805,Lab,L04,"(140.5,42.0,0),(159.7,69.8,29.7)"
806,Maintenance_Bay,MB02,"(0,45.3,0),(12.3,68.5,22.0)"
807,Engineering_Bay,EB01,"(0,0,306.1),(33.6,15.2,321.6)"
808,Maintenance_Bay,MB04,"(60.5,0,32.1),(106.7,32.2,42.8)"
809,Engineering_Bay,EB01,"(33.6,0,306.1),(72.4,34.8,352.8)"
810,External_Storage,ES02,"(0,0,42.3),(45.9,20.4,71.9)"
811,Crew_Quarters,CQ02,"(0,131.9,133.6),(22.7,169.3,165.2)"
812,Crew_Quarters,CQ02,"(22.7,131.9,133.6),(72.0,155.0,159.5)"
813,Airlock,A02,"(0,61.1,77.9),(35.5,92.5,104.4)"
814,Storage_Bay,TA01,"(27.6,104.8,100.7),(55.4,144.4,128.8)"
815,Engineering_Bay,EB01,"(0,34.8,306.1),(40.4,54.2,338.5)"
816,Storage_Bay,TA01,"(55.4,104.8,100.7),(92.0,138.8,116.9)"
817,Crew_Quarters,CQ03,"(0,0,103.5),(22.3,38.9,126.6)"
818,Storage_Bay,TA01,"(0,0,116.9),(19.9,13.8,139.7)"
819,Lab,L01,"(22.9,0,149.9),(69.8,30.2,197.4)"
820,Lab,L03,"(0,0,102.8),(20.8,11.2,131.3)"
821,Storage_Bay,TA01,"(19.9,0,116.9),(49.0,30.5,152.3)"
822,Crew_Quarters,CQ04,"(61.4,47.2,64.5),(76.9,73.8,94.0)"
823,Airlock,A01,"(51.5,0,37.2),(97.6,27.8,80.5)"
824,Storage_Bay,TA01,"(49.0,0,116.9),(74.0,27.6,145.9)"
825,Engineering_Bay,EB01,"(40.4,34.8,306.1),(58.6,73.8,348.4)"
826,Storage_Bay,TA01,"(74.0,0,116.9),(100.4,25.2,135.8)"
827,Crew_Quarters,CQ04,"(76.9,47.2,64.5),(116.4,59.8,86.1)"
828,Life_Support,LS04,"(29.1,0,15.0),(42.4,19.2,56.3)"
829,Engineering_Bay,EB01,"(58.6,34.8,306.1),(102.6,67.2,330.1)"
830,Engineering_Bay,EB01,"(0,0,330.1),(42.6,12.8,353.5)"
831,Engineering_Bay,EB01,"(42.6,0,330.1),(74.0,42.8,374.2)"
832,Cockpit,C01,"(0,0,45.6),(28.2,21.8,81.6)"
833,External_Storage,ES04,"(0,62.5,41.0),(41.5,80.1,61.5)"
834,Lab,L03,"(20.8,0,102.8),(44.9,22.3,131.0)"
835,Lab,L02,"(40.1,0,57.9),(63.5,12.3,86.6)"
836,Medical_Bay,EA02,"(0,0,198.3),(48.8,11.8,225.9)"
837,Crew_Quarters,CQ03,"(22.3,0,103.5),(44.5,13.0,132.5)"
838,Lab,L04,"(159.7,42.0,0),(176.1,88.5,39.4)"
839,Lab,L02,"(63.5,0,57.9),(76.8,13.5,78.8)"
840,Lab,L03,"(44.9,0,102.8),(70.3,26.1,120.4)"
841,Storage_Bay,TA01,"(0,25.2,116.9),(15.2,54.5,128.3)"
842,Engineering_Bay,EB01,"(0,0,374.2),(45.0,36.8,424.0)"
843,Greenhouse,G03,"(34.8,0,0),(63.9,15.4,22.2)"
844,Lab,L02,"(76.8,0,57.9),(98.0,12.2,102.1)"
845,Medical_Bay,EA01,"(58.6,19.8,15.0),(83.0,36.8,38.2)"
846,Storage_Bay,TA01,"(15.2,25.2,116.9),(64.0,39.8,164.1)"
847,Lab,L03,"(70.3,0,102.8),(82.3,49.1,112.8)"
848,Cockpit,C04,"(0,15.9,108.2),(18.9,64.0,129.4)"
849,Command_Center,CC03,"(63.4,40.7,55.4),(81.0,55.9,70.3)"
850,Life_Support,LS03,"(0,38.5,0),(48.0,55.5,15.4)"
851,Cockpit,C05,"(23.4,0,65.2),(63.6,30.5,76.5)"
852,Maintenance_Bay,MB01,"(14.9,23.0,0),(64.2,33.7,35.3)"
853,External_Storage,ES01,"(33.6,20.2,1.3),(70.2,44.6,21.1)"
854,Engineering_Bay,EB01,"(45.0,0,374.2),(71.0,20.4,423.3)"
855,Crew_Quarters,CQ02,"(0,0,159.5),(23.6,22.4,178.3)"
856,External_Storage,ES04,"(0,0,61.5),(28.6,20.3,87.8)"
857,Command_Center,CC03,"(81.0,40.7,55.4),(127.3,81.5,68.9)"
858,Crew_Quarters,CQ03,"(44.5,0,103.5),(65.3,23.0,125.7)"
859,Greenhouse,G01,"(69.1,0,0),(83.6,11.7,23.3)"
860,Command_Center,CC02,"(65.5,0,12.9),(83.2,33.6,49.4)"
861,Engineering_Bay,EB01,"(71.0,0,374.2),(117.1,38.4,410.4)"
862,Lab,L02,"(0,12.2,57.9),(18.5,28.6,88.6)"
863,Cockpit,C02,"(0,0,63.4),(32.6,12.8,85.4)"
864,Medical_Bay,EA03,"(24.5,55.4,34.8),(62.7,86.0,50.7)"
865,Lab,L03,"(82.3,0,102.8),(109.4,46.3,146.7)"
866,Power_Bay,PB05,"(80.5,0,2.2),(116.2,46.0,48.8)"
867,Storage_Bay,TA01,"(0,39.8,116.9),(45.8,54.9,160.8)"
868,Storage_Bay,TA01,"(45.8,39.8,116.9),(63.4,66.3,136.8)"
869,Lab,L04,"(176.1,42.0,0),(195.6,71.2,21.3)"
870,Cockpit,C02,"(0,12.8,63.4),(47.5,27.9,89.4)"
871,Engineering_Bay,EB01,"(0,38.4,374.2),(36.3,79.9,419.6)"
872,Life_Support,LS02,"(0,0,41.9),(44.7,46.0,75.7)"
873,Lab,L02,"(18.5,12.2,57.9),(35.9,28.5,87.8)"
874,Command_Center,CC01,"(0,0,74.5),(39.9,32.8,98.7)"
875,Storage_Bay,TA01,"(63.4,39.8,116.9),(79.6,64.4,128.4)"
876,Power_Bay,PB04,"(0,0,44.6),(39.2,18.1,55.4)"
877,Engineering_Bay,EB01,"(36.3,38.4,374.2),(83.2,57.2,410.6)"
878,Storage_Bay,TA01,"(79.6,39.8,116.9),(102.2,84.9,164.0)"
879,Medical_Bay,EA02,"(48.8,0,198.3),(72.1,46.4,237.8)"
880,Command_Center,CC03,"(0,0,68.9),(35.8,49.4,101.4)"
881,Lab,L02,"(35.9,12.2,57.9),(68.4,30.3,107.1)"
882,External_Storage,ES01,"(0,0,21.1),(68.0,75.8,22.7)"
883,Crew_Quarters,CQ04,"(0,59.8,64.5),(43.6,92.5,109.8)"
884,Crew_Quarters,CQ02,"(23.6,0,159.5),(71.7,38.2,205.4)"
885,Storage_Bay,TA01,"(0,84.9,116.9),(14.9,110.1,135.5)"
886,Crew_Quarters,CQ03,"(65.3,0,103.5),(87.9,12.4,126.5)"
887,Lab,L04,"(0,0,21.3),(11.6,26.9,36.3)"
888,Storage_Bay,TA01,"(14.9,84.9,116.9),(61.1,130.3,153.7)"
889,Command_Center,CC02,"(0,33.6,12.9),(19.0,82.5,38.3)"
890,Power_Bay,PB01,"(0,28.4,1.3),(16.4,77.5,44.7)"
891,Storage_Bay,TA01,"(0,0,153.7),(16.9,18.2,169.7)"
892,Greenhouse,G02,"(59.4,0,0),(85.6,22.4,17.0)"
893,Storage_Bay,TA01,"(16.9,0,153.7),(28.4,37.8,187.4)"
894,Crew_Quarters,CQ03,"(0,12.4,103.5),(23.8,61.7,132.3)"
895,Engineering_Bay,EB01,"(0,57.2,374.2),(44.7,91.9,405.7)"
896,Storage_Bay,TA01,"(28.4,0,153.7),(52.7,49.1,199.4)"
897,Cockpit,C05,"(0,0,76.5),(24.7,33.4,119.2)"
898,Crew_Quarters,CQ03,"(23.8,12.4,103.5),(49.1,28.8,133.3)"
899,Crew_Quarters,CQ03,"(49.1,12.4,103.5),(64.0,48.7,133.4)"
900,Cockpit,C04,"(0,0,129.4),(16.3,10.1,154.3)"
901,Lab,L04,"(11.6,0,21.3),(41.5,18.6,51.1)"
902,Engineering_Bay,EB01,"(44.7,57.2,374.2),(63.3,100.8,403.6)"
903,Storage_Bay,TA01,"(52.7,0,153.7),(78.8,25.6,168.1)"
904,Crew_Quarters,CQ04,"(43.6,59.8,64.5),(91.1,73.0,113.3)"
905,Maintenance_Bay,MB02,"(12.3,45.3,0),(33.0,63.4,40.8)"
906,Crew_Quarters,CQ03,"(64.0,12.4,103.5),(80.7,36.9,117.5)"
907,Storage_Bay,TA01,"(0,25.6,153.7),(13.3,47.3,178.7)"
908,Engineering_Bay,EB01,"(63.3,57.2,374.2),(87.7,105.0,410.2)"
909,Greenhouse,G01,"(83.6,0,0),(99.1,14.1,23.1)"
910,Storage_Bay,TA01,"(13.3,25.6,153.7),(45.9,52.2,194.0)"
911,Engineering_Bay,EB01,"(0,0,410.2),(23.9,37.3,420.6)"
912,Storage_Bay,TA01,"(45.9,25.6,153.7),(74.7,54.3,167.2)"
913,Crew_Quarters,CQ03,"(80.7,12.4,103.5),(105.8,22.9,114.5)"
914,Maintenance_Bay,MB04,"(0,32.2,32.1),(11.4,58.2,67.9)"
915,Engineering_Bay,EB01,"(23.9,0,410.2),(51.9,15.3,434.1)"
916,Engineering_Bay,EB01,"(51.9,0,410.2),(75.0,37.2,451.5)"
917,Engineering_Bay,EB01,"(75.0,0,410.2),(97.7,32.3,448.9)"
918,Medical_Bay,EA01,"(0,36.8,15.0),(15.0,64.7,59.5)"
919,Command_Center,CC01,"(39.9,0,74.5),(50.1,33.5,119.2)"
920,Cockpit,C01,"(28.2,0,45.6),(43.1,26.2,85.3)"
921,Lab,L01,"(0,0,197.4),(21.2,13.3,224.2)"
922,Lab,L01,"(21.2,0,197.4),(41.7,23.9,217.4)"
923,Engineering_Bay,EB01,"(0,32.3,410.2),(12.5,59.3,445.2)"
924,Crew_Quarters,CQ03,"(0,22.9,103.5),(26.9,35.7,148.7)"
925,External_Storage,ES02,"(45.9,0,42.3),(116.2,89.4,43.9)"
926,Engineering_Bay,EB01,"(12.5,32.3,410.2),(49.8,48.3,450.4)"
927,Lab,L04,"(41.5,0,21.3),(72.3,10.5,31.5)"
928,Storage_Bay,TA01,"(0,54.3,153.7),(12.1,81.2,166.8)"
929,Storage_Bay,TA01,"(12.1,54.3,153.7),(36.1,71.6,172.2)"
930,Airlock,A03,"(0,136.2,0),(21.9,173.8,45.3)"
931,Crew_Quarters,CQ04,"(0,0,113.3),(22.1,31.7,156.1)"
932,External_Storage,ES04,"(0,20.3,61.5),(81.9,87.9,63.3)"
933,Engineering_Bay,EB01,"(49.8,32.3,410.2),(78.4,66.5,449.8)"
934,Cockpit,C04,"(0,10.1,129.4),(14.7,42.5,177.4)"
935,Lab,L04,"(72.3,0,21.3),(108.2,45.6,36.1)"
936,Cockpit,C02,"(0,27.9,63.4),(42.3,42.4,76.1)"
937,Airlock,A02,"(35.5,61.1,77.9),(62.5,102.1,88.9)"
938,Storage_Bay,TA01,"(36.1,54.3,153.7),(48.8,70.3,191.1)"
939,Power_Bay,PB03,"(28.4,32.6,1.3),(65.1,65.9,20.2)"
940,Engineering_Bay,EB01,"(0,0,449.8),(45.4,49.2,469.4)"
941,Lab,L02,"(0,30.3,57.9),(22.0,53.5,73.2)"
942,Power_Bay,PB04,"(39.2,0,44.6),(86.7,40.4,81.6)"
943,Engineering_Bay,EB01,"(45.4,0,449.8),(89.2,13.1,463.2)"
944,Lab,L01,"(41.7,0,197.4),(87.1,22.8,210.4)"
945,Engineering_Bay,EB01,"(0,13.1,449.8),(33.3,31.8,471.2)"
946,External_Storage,ES01,"(0,0,22.7),(48.4,70.0,27.4)"
947,Crew_Quarters,CQ03,"(26.9,22.9,103.5),(73.8,51.9,136.6)"
948,External_Storage,ES02,"(0,0,43.9),(24.8,24.6,66.3)"
949,Lab,L02,"(22.0,30.3,57.9),(39.6,49.9,79.5)"
950,Storage_Bay,TA01,"(48.8,54.3,153.7),(63.6,79.7,167.9)"
951,Lab,L03,"(0,0,146.7),(25.9,17.3,174.8)"
952,External_Storage,ES03,"(0,125.2,0),(42.5,223.4,1.0)"
953,Storage_Bay,TA01,"(63.6,54.3,153.7),(98.6,81.4,170.7)"
954,Crew_Quarters,CQ04,"(22.1,0,113.3),(33.0,31.5,152.0)"
955,Lab,L02,"(39.6,30.3,57.9),(60.9,56.8,79.3)"
956,Crew_Quarters,CQ04,"(33.0,0,113.3),(43.3,23.6,134.1)"
957,Sanitation_Bay,SB01,"(0,0,20.4),(24.2,27.8,45.2)"
958,Engineering_Bay,EB01,"(33.3,13.1,449.8),(83.1,61.1,483.5)"
959,Medical_Bay,EA03,"(0,0,50.7),(36.1,46.7,61.6)"
960,External_Storage,ES04,"(0,0,63.3),(18.8,13.0,96.7)"
961,Engineering_Bay,EB01,"(0,0,483.5),(21.5,16.6,494.9)"
962,Storage_Bay,TA01,"(0,81.4,153.7),(11.3,125.4,191.6)"
963,Storage_Bay,TA01,"(11.3,81.4,153.7),(41.0,99.0,170.3)"
964,Crew_Quarters,CQ04,"(43.3,0,113.3),(72.1,39.9,158.5)"
965,Crew_Quarters,CQ03,"(0,51.9,103.5),(11.8,63.0,124.8)"
966,Engineering_Bay,EB01,"(21.5,0,483.5),(39.4,22.1,507.8)"
967,Crew_Quarters,CQ03,"(11.8,51.9,103.5),(27.9,89.3,129.1)"
968,Engineering_Bay,EB01,"(39.4,0,483.5),(88.5,48.3,530.5)"
969,Engine_Bay,NA01,"(98.2,0,0),(136.9,26.0,36.1)"
970,Crew_Quarters,CQ03,"(27.9,51.9,103.5),(43.8,77.6,136.9)"
971,Cockpit,C01,"(43.1,0,45.6),(55.3,31.8,71.5)"
972,Storage_Bay,TA01,"(41.0,81.4,153.7),(68.6,129.8,192.0)"
973,Life_Support,LS04,"(42.4,0,15.0),(72.4,47.7,51.9)"
974,Storage_Bay,TA01,"(68.6,81.4,153.7),(112.4,109.5,193.0)"
975,Engineering_Bay,EB01,"(0,0,530.5),(10.9,12.5,568.2)"
976,Maintenance_Bay,MB02,"(33.0,45.3,0),(63.6,64.1,22.4)"
977,Engine_Bay,NA02,"(25.0,19.4,0),(46.6,46.7,11.8)"
978,Medical_Bay,EA01,"(15.0,36.8,15.0),(25.6,61.7,45.8)"
979,External_Storage,ES03,"(42.5,125.2,0),(89.0,135.5,22.9)"
980,Airlock,A02,"(62.5,61.1,77.9),(87.6,110.8,126.4)"
981,Storage_Bay,TA01,"(0,109.5,153.7),(20.9,155.0,190.0)"
982,Cockpit,C02,"(0,42.4,63.4),(17.3,70.5,84.6)"
983,Lab,L01,"(0,0,210.4),(39.4,20.7,220.6)"
984,Maintenance_Bay,MB01,"(0,33.7,0),(12.2,56.2,38.7)"
985,Crew_Quarters,CQ03,"(43.8,51.9,103.5),(86.2,73.2,126.1)"
986,Lab,L04,"(108.2,0,21.3),(130.6,39.6,31.4)"
987,Lab,L01,"(39.4,0,210.4),(63.1,21.6,223.9)"
988,Storage_Bay,TA01,"(20.9,109.5,153.7),(50.8,121.7,180.6)"
989,Crew_Quarters,CQ04,"(0,39.9,113.3),(10.8,59.1,134.0)"
990,Crew_Quarters,CQ03,"(0,0,126.1),(16.6,15.2,150.6)"
991,Crew_Quarters,CQ04,"(10.8,39.9,113.3),(54.5,73.6,140.4)"
992,Maintenance_Bay,MB04,"(11.4,32.2,32.1),(37.6,49.4,57.8)"
993,Medical_Bay,EA01,"(25.6,36.8,15.0),(68.8,77.6,25.5)"
994,Power_Bay,PB02,"(59.1,0,4.4),(103.0,31.1,16.6)"
995,Medical_Bay,EA03,"(36.1,0,50.7),(51.8,33.7,68.6)"
996,Crew_Quarters,CQ03,"(16.6,0,126.1),(34.5,24.9,166.9)"
997,Airlock,A03,"(21.9,136.2,0),(40.9,179.4,27.0)"
998,Crew_Quarters,CQ03,"(34.5,0,126.1),(53.1,26.6,136.3)"
999,Lab,L03,"(25.9,0,146.7),(52.4,10.9,160.5)"
1000,Engineering_Bay,EB01,"(10.9,0,530.5),(56.7,31.3,547.4)"
1001,Medical_Bay,EA02,"(72.1,0,198.3),(84.9,25.0,246.1)"
1002,Medical_Bay,EA03,"(51.8,0,50.7),(79.0,28.1,75.5)"
1003,Crew_Quarters,CQ03,"(53.1,0,126.1),(89.3,43.9,137.7)"
1004,Cockpit,C01,"(55.3,0,45.6),(101.0,32.2,75.0)"
1005,Lab,L02,"(60.9,30.3,57.9),(71.6,52.5,76.9)"
1006,Crew_Quarters,CQ04,"(54.5,39.9,113.3),(104.2,80.7,143.1)"
1007,Crew_Quarters,CQ03,"(0,0,137.7),(28.4,31.1,155.4)"
1008,Crew_Quarters,CQ03,"(28.4,0,137.7),(44.8,19.6,225.8)"
1009,Engine_Bay,NA02,"(46.6,19.4,0),(77.4,43.3,13.0)"
1010,Storage_Bay,TA01,"(50.8,109.5,153.7),(61.5,153.4,174.3)"
1011,Engineering_Bay,EB01,"(0,31.3,530.5),(40.2,69.5,542.5)"
1012,External_Storage,ES02,"(24.8,0,43.9),(53.4,19.6,75.8)"
1013,Airlock,A01,"(0,27.8,37.2),(48.4,41.5,85.8)"
1014,Crew_Quarters,CQ04,"(0,0,143.1),(13.2,16.8,155.6)"
1015,Engineering_Bay,EB01,"(40.2,31.3,530.5),(72.3,50.9,549.5)"
1016,Engineering_Bay,EB01,"(0,50.9,530.5),(21.3,79.1,552.8)"
1017,Power_Bay,PB03,"(0,0,20.2),(48.5,16.2,46.6)"
1018,Greenhouse,G04,"(51.4,0,0),(77.7,17.6,26.8)"
1019,Crew_Quarters,CQ04,"(13.2,0,143.1),(37.8,21.4,183.0)"
1020,Sanitation_Bay,SB04,"(54.3,0,0),(76.5,15.8,11.1)"
1021,Command_Center,CC02,"(19.0,33.6,12.9),(58.1,77.5,28.2)"
1022,Crew_Quarters,CQ04,"(37.8,0,143.1),(56.6,27.6,226.6)"
1023,Lab,L03,"(52.4,0,146.7),(90.6,14.2,169.6)"
1024,Greenhouse,G01,"(99.1,0,0),(110.4,24.5,17.0)"
1025,Lab,L01,"(63.1,0,210.4),(90.1,27.7,237.5)"
1026,Storage_Bay,TA01,"(61.5,109.5,153.7),(94.3,149.9,196.8)"
1027,External_Storage,ES01,"(48.4,0,22.7),(139.9,64.5,25.1)"
1028,Storage_Bay,TA01,"(0,0,196.8),(16.8,20.1,226.2)"
1029,Engineering_Bay,EB01,"(21.3,50.9,530.5),(36.2,73.8,559.1)"
1030,Power_Bay,PB02,"(103.0,0,4.4),(125.8,21.7,41.8)"
1031,Lab,L04,"(130.6,0,21.3),(180.4,22.2,62.3)"
1032,Crew_Quarters,CQ01,"(0,0,371.9),(48.3,26.9,386.7)"
1033,Life_Support,LS03,"(48.0,38.5,0),(63.0,75.5,49.0)"
1034,Power_Bay,PB01,"(16.4,28.4,1.3),(50.9,67.6,20.6)"
1035,Command_Center,CC01,"(50.1,0,74.5),(70.8,14.6,86.9)"
1036,Storage_Bay,TA01,"(16.8,0,196.8),(36.5,37.7,235.8)"
1037,Storage_Bay,TA01,"(36.5,0,196.8),(56.7,49.9,244.4)"
1038,Medical_Bay,EA01,"(0,0,25.5),(17.5,15.0,91.2)"
1039,Storage_Bay,TA01,"(56.7,0,196.8),(72.0,41.9,239.6)"
1040,Cockpit,C05,"(24.7,0,76.5),(72.0,40.1,121.0)"
1041,Maintenance_Bay,MB01,"(12.2,33.7,0),(60.0,53.6,42.9)"
1042,Command_Center,CC01,"(70.8,0,74.5),(102.7,49.9,106.5)"
1043,Maintenance_Bay,MB02,"(63.6,45.3,0),(100.6,72.7,37.7)"
1044,Medical_Bay,EA02,"(84.9,0,198.3),(111.3,11.7,211.6)"
1045,Airlock,A03,"(40.9,136.2,0),(90.8,153.5,15.7)"
1046,Crew_Quarters,CQ01,"(0,0,386.7),(24.0,25.2,403.7)"
1047,Crew_Quarters,CQ01,"(24.0,0,386.7),(35.6,43.2,413.5)"
1048,Crew_Quarters,CQ01,"(35.6,0,386.7),(52.8,21.0,453.5)"
1049,Airlock,A03,"(0,0,15.7),(46.6,23.3,32.2)"
